complaint_text,issue_type
Constant water leakage on Park Lane is wasting water,water_leakage
Sanitation problem near MG Road market,sanitation
Park facilities at 5th Avenue need repair,park_maintenance
Please clean garbage from Main Street street,garbage
Loud noise from construction site at Birch Avenue is disturbing,noise
Fix public sanitation issues at 5th Avenue,sanitation
Toilet cleanliness is poor at 5th Avenue park,sanitation
Garbage is not collected for weeks in MG Road,garbage
Urgent repair needed for traffic lights at Pine Road,traffic_signal
Loud noise from construction site at MG Road is disturbing,noise
Garbage piles near Elm Street are attracting rats,garbage
Fix streetlight on Oak Street quickly for safety,streetlight
Constant water leakage on Cedar Street is wasting water,water_leakage
Damaged road surface on Park Lane needs fixing,road_damage
Garbage is not collected for weeks in Oak Street,garbage
Fix public sanitation issues at Cedar Street,sanitation
Sanitation problem near Park Lane market,sanitation
Park maintenance is poor at Main Street,park_maintenance
Water is leaking from the pipe near Pine Road,water_leakage
Open sewage on MG Road is a health hazard,sewage
Repair the damaged road near Main Street,road_damage
Fix public sanitation issues at Elm Street,sanitation
There is a large pothole on 5th Avenue causing danger,pothole
Sanitation problem near Cedar Street market,sanitation
Poor lighting on Elm Street at night is dangerous,streetlight
Many potholes along 5th Avenue street making it unsafe,pothole
Unsafe road conditions on MG Road street,road_damage
Loud noise from construction site at Birch Avenue is disturbing,noise
Garbage is not collected for weeks in Main Street,garbage
Fix water leakage issue on Cedar Street immediately,water_leakage
Dangerous pothole on Birch Avenue road is causing accidents,pothole
Garbage piles near Pine Road are attracting rats,garbage
Poor lighting on Maple Avenue at night is dangerous,streetlight
Broken traffic light on Park Lane road causing traffic jams,traffic_signal
Water leakage near 5th Avenue has damaged the street,water_leakage
Traffic signals on Birch Avenue are not working,traffic_signal
Road is cracked and unsafe on Pine Road,road_damage
Toilet cleanliness is poor at Main Street park,sanitation
Many street lights off on Maple Avenue road,streetlight
Garbage dumping near Main Street is causing health issues,garbage
Many street lights off on Elm Street road,streetlight
Dangerous pothole on MG Road road is causing accidents,pothole
Garbage piles near MG Road are attracting rats,garbage
Constant water leakage on Main Street is wasting water,water_leakage
There is a large pothole on Oak Street causing danger,pothole
Traffic signals are malfunctioning at Pine Road intersection,traffic_signal
Noise pollution from Cedar Street is unbearable,noise
Water leakage near Cedar Street has damaged the street,water_leakage
Please clean garbage from Maple Avenue street,garbage
Road potholes and cracks on Elm Street,road_damage
Public toilet near Main Street is dirty and unusable,sanitation
Park maintenance is poor at Oak Street,park_maintenance
Traffic signals on Cedar Street are not working,traffic_signal
Traffic signal timing is wrong on Maple Avenue,traffic_signal
Fix sewage leakage near Maple Avenue immediately,sewage
High noise levels from Pine Road factory,noise
Road is cracked and unsafe on Cedar Street,road_damage
Park maintenance is poor at Pine Road,park_maintenance
Urgent repair needed for traffic lights at Birch Avenue,traffic_signal
Unsafe road conditions on MG Road street,road_damage
Water is leaking from the pipe near MG Road,water_leakage
Unsafe road conditions on Pine Road street,road_damage
Children cannot play at Park Lane park due to trash,park_maintenance
There is a major water pipe leak on Birch Avenue,water_leakage
Sanitation problem near Maple Avenue market,sanitation
Sewage water is leaking on Birch Avenue street,sewage
Fix water leakage issue on Elm Street immediately,water_leakage
High noise levels from MG Road factory,noise
Clean the park area near Elm Street,park_maintenance
Fix water leakage issue on MG Road immediately,water_leakage
Garbage is not collected for weeks in 5th Avenue,garbage
Garbage dumping near Park Lane is causing health issues,garbage
Overflowing garbage bins at Maple Avenue need cleaning,garbage
Many potholes along Oak Street street making it unsafe,pothole
Clean the park area near 5th Avenue,park_maintenance
Garbage dumping near Main Street is causing health issues,garbage
Noise pollution from Oak Street is unbearable,noise
Sewage smell in the alley near Elm Street is unbearable,sewage
Fix water leakage issue on Elm Street immediately,water_leakage
Broken traffic light on Main Street road causing traffic jams,traffic_signal
Children cannot play at Park Lane park due to trash,park_maintenance
Many potholes along Oak Street street making it unsafe,pothole
Clean the park area near Maple Avenue,park_maintenance
Huge pothole near Birch Avenue needs urgent repair,pothole
Garbage piles near 5th Avenue are attracting rats,garbage
Constant water leakage on Main Street is wasting water,water_leakage
Street lights are not working properly at Elm Street,streetlight
Traffic signals are malfunctioning at Cedar Street intersection,traffic_signal
Broken traffic light on Cedar Street road causing traffic jams,traffic_signal
Overflowing garbage bins at Pine Road need cleaning,garbage
Damaged road surface on Oak Street needs fixing,road_damage
Traffic signals are malfunctioning at 5th Avenue intersection,traffic_signal
Sewage water stagnating on Park Lane road,sewage
Fix water leakage issue on Park Lane immediately,water_leakage
Overflowing garbage bins at Main Street need cleaning,garbage
Children cannot play at Park Lane park due to trash,park_maintenance
Road is cracked and unsafe on Cedar Street,road_damage
Road is cracked and unsafe on Maple Avenue,road_damage
Huge pothole near MG Road needs urgent repair,pothole
Loud noise from construction site at Maple Avenue is disturbing,noise
Damaged road surface on Maple Avenue needs fixing,road_damage
Sanitation problem near Birch Avenue market,sanitation
Road is cracked and unsafe on Cedar Street,road_damage
Fix public sanitation issues at Park Lane,sanitation
Huge pothole near 5th Avenue needs urgent repair,pothole
Constant noise near Maple Avenue affecting residents,noise
Street lights are not working properly at Birch Avenue,streetlight
Noise pollution from Pine Road is unbearable,noise
Many potholes along Cedar Street street making it unsafe,pothole
Garbage dumping near Birch Avenue is causing health issues,garbage
Constant noise near MG Road affecting residents,noise
Water leakage near Pine Road has damaged the street,water_leakage
Toilet cleanliness is poor at Park Lane park,sanitation
Road is cracked and unsafe on Pine Road,road_damage
Traffic signals are malfunctioning at Pine Road intersection,traffic_signal
Sewage water stagnating on MG Road road,sewage
Public toilet near 5th Avenue is dirty and unusable,sanitation
Sanitation problem near 5th Avenue market,sanitation
Noise pollution from Oak Street is unbearable,noise
Many potholes along Park Lane street making it unsafe,pothole
The park near Park Lane is full of broken benches and trash,park_maintenance
The park near Elm Street is full of broken benches and trash,park_maintenance
Damaged road surface on 5th Avenue needs fixing,road_damage
Poor lighting on Main Street at night is dangerous,streetlight
There is a large pothole on Cedar Street causing danger,pothole
Repair the damaged road near Elm Street,road_damage
Traffic signal timing is wrong on Birch Avenue,traffic_signal
Poor lighting on 5th Avenue at night is dangerous,streetlight
Park maintenance is poor at 5th Avenue,park_maintenance
Water is leaking from the pipe near Main Street,water_leakage
Garbage is not collected for weeks in Pine Road,garbage
Urgent repair needed for traffic lights at MG Road,traffic_signal
Clean the park area near Main Street,park_maintenance
Garbage dumping near Pine Road is causing health issues,garbage
Constant water leakage on Pine Road is wasting water,water_leakage
Park maintenance is poor at Oak Street,park_maintenance
Fix sewage leakage near 5th Avenue immediately,sewage
Sanitation facilities at Oak Street need improvement,sanitation
Fix water leakage issue on MG Road immediately,water_leakage
Constant water leakage on Park Lane is wasting water,water_leakage
Open sewage on Maple Avenue is a health hazard,sewage
Sewage water stagnating on Oak Street road,sewage
Fix public sanitation issues at Birch Avenue,sanitation
Fix water leakage issue on 5th Avenue immediately,water_leakage
Park facilities at Oak Street need repair,park_maintenance
Please clean garbage from Main Street street,garbage
Sanitation problem near Main Street market,sanitation
Sanitation problem near Pine Road market,sanitation
Dangerous pothole on Main Street road is causing accidents,pothole
There is a major water pipe leak on MG Road,water_leakage
Broken traffic light on Elm Street road causing traffic jams,traffic_signal
Many potholes along Oak Street street making it unsafe,pothole
Fix sewage leakage near 5th Avenue immediately,sewage
Fix water leakage issue on Birch Avenue immediately,water_leakage
Park facilities at Cedar Street need repair,park_maintenance
